municipio;ano;mes;precipitacao_sum;temp_orvalho_median
SANTO AUGUSTO;2016;12;94.4;22.85
SANTO AUGUSTO;2017;1;96.0;23.35
SANTO AUGUSTO;2017;2;104.2;22.7
SANTO AUGUSTO;2017;3;90.2;20.65
SANTO AUGUSTO;2017;4;335.6;17.875
SANTO AUGUSTO;2017;5;359.4;16.5
SANTO AUGUSTO;2017;6;178.0;11.575
SANTO AUGUSTO;2017;7;0.2;16.4
SANTO AUGUSTO;2017;8;133.0;15.05
SANTO AUGUSTO;2017;9;63.0;19.675
SANTO AUGUSTO;2017;10;301.6;18.6
SANTO AUGUSTO;2017;11;183.0;20.075
SANTO AUGUSTO;2017;12;53.0;23.6
SANTO AUGUSTO;2018;1;259.8;22.2
SANTO AUGUSTO;2018;2;78.4;22.275
SANTO AUGUSTO;2018;3;186.2;21.6
SANTO AUGUSTO;2018;4;44.8;21.9
SANTO AUGUSTO;2018;5;158.8;17.2
SANTO AUGUSTO;2018;6;159.8;11.5
SANTO AUGUSTO;2018;7;71.2;13.35
SANTO AUGUSTO;2018;8;77.2;12.75
SANTO AUGUSTO;2018;9;69.6;17.55
SANTO AUGUSTO;2018;10;119.4;18.6
SANTO AUGUSTO;2018;11;122.4;21.75
SANTO AUGUSTO;2018;12;91.6;23.55
SANTO AUGUSTO;2019;1;36.6;24.05
SANTO AUGUSTO;2019;2;83.2;21.875
SANTO AUGUSTO;2019;3;195.6;20.2
SANTO AUGUSTO;2019;4;71.0;20.1
SANTO AUGUSTO;2019;5;69.6;17.4
SANTO AUGUSTO;2019;6;36.2;18.05
SANTO AUGUSTO;2019;7;91.4;12.8
SANTO AUGUSTO;2019;8;69.0;13.8
SANTO AUGUSTO;2019;9;62.8;16.575
SANTO AUGUSTO;2019;10;249.8;20.25
SANTO AUGUSTO;2019;11;189.6;22.35
SANTO AUGUSTO;2019;12;154.8;23.1
SANTO AUGUSTO;2020;1;122.4;19.75
SANTO AUGUSTO;2020;2;72.6;18.55
SANTO AUGUSTO;2020;3;28.6;15.55
SANTO AUGUSTO;2020;4;80.4;12.425
SANTO AUGUSTO;2020;5;260.2;10.3
SANTO AUGUSTO;2020;6;258.4;13.875
SANTO AUGUSTO;2020;7;307.8;9.7
SANTO AUGUSTO;2020;8;162.2;12.35
SANTO AUGUSTO;2020;9;85.4;14.2
SANTO AUGUSTO;2020;10;59.6;14.25
SANTO AUGUSTO;2020;11;120.8;15.425
SANTO AUGUSTO;2020;12;120.0;18.7
SANTO AUGUSTO;2021;1;267.0;20.4
SANTO AUGUSTO;2021;2;150.0;18.4
SANTO AUGUSTO;2021;3;222.8;19.35
SANTO AUGUSTO;2021;4;47.0;15.325
SANTO AUGUSTO;2021;5;136.0;11.05
SANTO AUGUSTO;2021;6;271.4;12.25
SANTO AUGUSTO;2021;7;57.2;9.8
SANTO AUGUSTO;2021;8;38.2;12.95
SANTO AUGUSTO;2021;9;117.4;15.7
SANTO AUGUSTO;2021;10;307.0;14.45
SANTO AUGUSTO;2021;11;37.4;16.5
SANTO AUGUSTO;2021;12;40.6;17.0
SANTO AUGUSTO;2022;1;59.8;20.1
SANTO AUGUSTO;2022;2;94.4;17.45
SANTO AUGUSTO;2022;3;227.4;18.3
SANTO AUGUSTO;2022;4;250.6;15.425
SANTO AUGUSTO;2022;5;309.6;12.0
SANTO AUGUSTO;2022;6;156.2;10.675
SANTO AUGUSTO;2022;7;68.8;14.55
SANTO AUGUSTO;2022;8;115.4;11.8
SANTO AUGUSTO;2022;9;91.8;11.825
SANTO AUGUSTO;2022;10;217.6;14.75
SANTO AUGUSTO;2022;11;22.8;11.375
SANTO AUGUSTO;2022;12;69.4;18.0
SANTO AUGUSTO;2023;1;119.4;19.9
SANTO AUGUSTO;2023;2;77.4;18.575
SANTO AUGUSTO;2023;3;188.8;20.5
SANTO AUGUSTO;2023;4;38.2;16.3
SANTO AUGUSTO;2023;5;138.6;14.2
SANTO AUGUSTO;2023;6;146.0;14.35
SANTO AUGUSTO;2023;7;190.6;15.35
SANTO AUGUSTO;2023;8;118.8;14.9
SANTO AUGUSTO;2023;9;316.4;17.4
SANTO AUGUSTO;2023;10;537.2;16.75
SANTO AUGUSTO;2023;11;523.2;18.7
SANTO AUGUSTO;2023;12;187.8;20.75
SANTO AUGUSTO;2024;1;216.6;20.3
SANTO AUGUSTO;2024;2;177.0;21.9
SANTO AUGUSTO;2024;3;256.4;21.05
SANTO AUGUSTO;2024;4;203.6;20.5
SANTO AUGUSTO;2024;5;427.8;15.6
SANTO AUGUSTO;2024;6;275.2;16.0
SANTO AUGUSTO;2024;7;73.6;11.95
SANTO AUGUSTO;2024;8;91.0;13.25
SANTO AUGUSTO;2024;9;132.8;16.175
SANTO AUGUSTO;2024;10;195.2;18.0
SANTO AUGUSTO;2024;11;67.2;20.025
SANTO AUGUSTO;2024;12;203.6;18.5
SANTO AUGUSTO;2025;1;86.0;20.0
SANTO AUGUSTO;2025;2;109.4;22.45
SANTO AUGUSTO;2025;3;95.0;19.65
SANTO AUGUSTO;2025;4;146.2;16.575
SANTO AUGUSTO;2025;5;161.2;15.4
SANTO AUGUSTO;2025;6;359.6;11.575
SANTO AUGUSTO;2025;7;72.8;10.45
SANTO AUGUSTO;2025;8;87.2;13.05
SANTO AUGUSTO;2025;9;184.2;14.85
SANTO AUGUSTO;2025;10;175.8;14.95
SANTO AUGUSTO;2025;11;88.0;17.35
SANTO AUGUSTO;2025;12;182.0;18.25
SAO BORJA;2015;1;118.4;25.4
SAO BORJA;2015;2;102.4;24.875
SAO BORJA;2015;3;85.0;23.9
SAO BORJA;2015;4;0.0;20.35
SAO BORJA;2015;5;58.4;18.05
SAO BORJA;2015;6;0.0;16.675
SAO BORJA;2015;7;49.2;13.5
SAO BORJA;2015;8;0.0;18.9
SAO BORJA;2015;9;0.0;17.25
SAO BORJA;2015;10;204.6;20.05
SAO BORJA;2015;11;160.4;22.025
SAO BORJA;2015;12;97.2;23.7
SAO BORJA;2016;1;62.8;27.15
SAO BORJA;2016;2;31.4;25.7
SAO BORJA;2016;3;0.0;0.0
SAO BORJA;2016;4;0.0;0.0
SAO BORJA;2016;5;0.0;0.0
SAO BORJA;2016;6;0.0;0.0
SAO BORJA;2016;7;69.8;10.65
SAO BORJA;2016;8;88.0;15.6
SAO BORJA;2016;9;19.2;15.625
SAO BORJA;2016;10;140.4;19.65
SAO BORJA;2016;11;96.4;22.175
SAO BORJA;2016;12;253.2;24.55
SAO BORJA;2017;1;182.2;25.4
SAO BORJA;2017;2;156.2;24.45
SAO BORJA;2017;3;202.6;23.8
SAO BORJA;2017;4;550.2;19.625
SAO BORJA;2017;5;45.0;0.0
SAO BORJA;2017;6;0.0;0.0
SAO BORJA;2017;7;0.0;0.0
SAO BORJA;2017;8;202.8;13.85
SAO BORJA;2017;9;107.0;18.775
SAO BORJA;2017;10;218.0;20.15
SAO BORJA;2017;11;115.8;21.9
SAO BORJA;2017;12;118.6;25.5
SAO BORJA;2018;1;181.6;24.45
SAO BORJA;2018;2;48.4;24.225
SAO BORJA;2018;3;186.8;23.0
SAO BORJA;2018;4;72.0;23.0
SAO BORJA;2018;5;114.0;18.35
SAO BORJA;2018;6;115.0;10.95
SAO BORJA;2018;7;52.6;11.65
SAO BORJA;2018;8;70.6;12.3
SAO BORJA;2018;9;93.6;18.6
SAO BORJA;2018;10;83.6;20.85
SAO BORJA;2018;11;275.6;23.5
SAO BORJA;2018;12;71.6;25.1
SAO BORJA;2019;1;61.8;27.8
SAO BORJA;2019;2;96.8;24.325
SAO BORJA;2019;3;194.6;21.6
SAO BORJA;2019;4;199.6;20.475
SAO BORJA;2019;5;291.8;18.1
SAO BORJA;2019;6;16.8;18.0
SAO BORJA;2019;7;88.2;12.9
SAO BORJA;2019;8;52.2;13.8
SAO BORJA;2019;9;64.6;16.625
SAO BORJA;2019;10;215.0;20.65
SAO BORJA;2019;11;220.2;23.175
SAO BORJA;2019;12;131.2;24.5
SAO BORJA;2020;1;106.0;19.0
SAO BORJA;2020;2;133.8;17.85
SAO BORJA;2020;3;29.2;16.5
SAO BORJA;2020;4;36.0;12.275
SAO BORJA;2020;5;159.2;10.0
SAO BORJA;2020;6;92.8;13.025
SAO BORJA;2020;7;23.0;9.0
SAO BORJA;2020;8;5.8;12.6
SAO BORJA;2020;9;13.8;13.825
SAO BORJA;2020;10;7.6;13.95
SAO BORJA;2020;11;18.0;11.925
SAO BORJA;2020;12;91.8;17.9
SAO BORJA;2021;1;169.4;20.4
SAO BORJA;2021;2;26.2;18.225
SAO BORJA;2021;3;142.4;17.2
SAO BORJA;2021;4;54.2;15.8
SAO BORJA;2021;5;42.2;10.6
SAO BORJA;2021;6;60.0;11.675
SAO BORJA;2021;7;0.0;9.3
SAO BORJA;2021;8;0.0;12.3
SAO BORJA;2021;9;0.0;13.975
SAO BORJA;2021;10;0.0;13.1
SAO BORJA;2021;11;0.0;15.6
SAO BORJA;2021;12;0.0;14.4
SAO BORJA;2022;1;14.4;18.6
SAO BORJA;2022;2;55.6;14.05
SAO BORJA;2022;3;46.2;16.95
SAO BORJA;2022;4;187.4;16.5
SAO BORJA;2022;5;67.6;13.0
SAO BORJA;2022;6;146.6;10.05
SAO BORJA;2022;7;81.2;15.35
SAO BORJA;2022;8;31.8;10.6
SAO BORJA;2022;9;40.8;10.4
SAO BORJA;2022;10;99.6;12.5
SAO BORJA;2022;11;45.2;12.375
SAO BORJA;2022;12;59.0;16.9
SAO BORJA;2023;1;23.2;17.15
SAO BORJA;2023;2;17.4;16.7
SAO BORJA;2023;3;57.0;20.0
SAO BORJA;2023;4;0.0;16.375
SAO BORJA;2023;5;0.0;
SAO BORJA;2023;6;0.0;
SAO BORJA;2023;7;0.0;
SAO BORJA;2023;8;56.2;13.3
SAO BORJA;2023;9;266.2;17.075
SAO BORJA;2023;10;269.4;16.15
SAO BORJA;2023;11;208.6;19.55
SAO BORJA;2023;12;155.4;20.8
SAO BORJA;2024;1;170.0;19.7
SAO BORJA;2024;2;92.4;21.8
SAO BORJA;2024;3;221.0;21.1
SAO BORJA;2024;4;179.4;19.625
SAO BORJA;2024;5;141.6;11.55
SAO BORJA;2024;6;107.0;16.9
SAO BORJA;2024;7;22.0;10.75
SAO BORJA;2024;8;138.2;13.15
SAO BORJA;2024;9;80.4;15.35
SAO BORJA;2024;10;165.6;16.6
SAO BORJA;2024;11;61.2;19.85
SAO BORJA;2024;12;80.2;16.0
SAO BORJA;2025;1;94.0;18.25
SAO BORJA;2025;2;57.4;21.25
SAO BORJA;2025;3;106.6;18.95
SAO BORJA;2025;4;35.6;16.1
SAO BORJA;2025;5;389.0;15.45
SAO BORJA;2025;6;395.8;10.125
SAO BORJA;2025;7;88.0;10.55
SAO BORJA;2025;8;142.6;11.25
SAO BORJA;2025;9;301.6;13.175
SAO BORJA;2025;10;149.8;14.05
SAO BORJA;2025;11;95.0;15.575
SAO BORJA;2025;12;0.0;18.7
SOLEDADE;2015;1;105.0;0.0
SOLEDADE;2015;2;0.6;0.0
SOLEDADE;2015;3;63.2;20.0
SOLEDADE;2015;4;142.6;17.55
SOLEDADE;2015;5;152.2;15.05
SOLEDADE;2015;6;274.6;13.425
SOLEDADE;2015;7;254.2;12.1
SOLEDADE;2015;8;69.6;18.05
SOLEDADE;2015;9;206.6;14.475
SOLEDADE;2015;10;216.0;16.2
SOLEDADE;2015;11;151.0;18.625
SOLEDADE;2015;12;367.6;20.55
SOLEDADE;2016;1;80.4;22.35
SOLEDADE;2016;2;214.6;22.15
SOLEDADE;2016;3;297.0;18.65
SOLEDADE;2016;4;188.0;20.775
SOLEDADE;2016;5;53.0;12.25
SOLEDADE;2016;6;15.6;8.175
SOLEDADE;2016;7;188.4;12.15
SOLEDADE;2016;8;98.8;14.05
SOLEDADE;2016;9;74.2;12.675
SOLEDADE;2016;10;317.0;16.55
SOLEDADE;2016;11;109.8;19.225
SOLEDADE;2016;12;62.0;21.05
SOLEDADE;2017;1;17.4;0.0
SOLEDADE;2017;2;15.8;0.0
SOLEDADE;2017;3;36.8;18.85
SOLEDADE;2017;4;197.8;17.425
SOLEDADE;2017;5;314.6;15.25
SOLEDADE;2017;6;183.4;14.1
SOLEDADE;2017;7;31.8;15.8
SOLEDADE;2017;8;180.8;15.0
SOLEDADE;2017;9;112.0;18.525
SOLEDADE;2017;10;244.0;17.45
SOLEDADE;2017;11;0.0;0.0
SOLEDADE;2017;12;87.2;21.1
SOLEDADE;2018;1;245.8;20.65
SOLEDADE;2018;2;149.0;19.425
SOLEDADE;2018;3;183.8;20.0
SOLEDADE;2018;4;94.2;20.025
SOLEDADE;2018;5;114.0;16.2
SOLEDADE;2018;6;184.8;10.175
SOLEDADE;2018;7;162.0;13.4
SOLEDADE;2018;8;156.2;10.9
SOLEDADE;2018;9;183.2;15.775
SOLEDADE;2018;10;265.8;16.65
SOLEDADE;2018;11;250.6;19.7
SOLEDADE;2018;12;201.8;20.5
SOLEDADE;2019;1;140.4;22.25
SOLEDADE;2019;2;114.4;20.55
SOLEDADE;2019;3;136.0;18.95
SOLEDADE;2019;4;110.8;18.6
SOLEDADE;2019;5;195.2;15.95
SOLEDADE;2019;6;52.6;16.525
SOLEDADE;2019;7;83.0;12.15
SOLEDADE;2019;8;78.0;11.65
SOLEDADE;2019;9;76.6;14.55
SOLEDADE;2019;10;318.0;17.85
SOLEDADE;2019;11;230.6;19.1
SOLEDADE;2019;12;71.8;21.25
SOLEDADE;2020;1;128.2;17.45
SOLEDADE;2020;2;23.8;16.4
SOLEDADE;2020;3;31.0;13.7
SOLEDADE;2020;4;44.2;10.55
SOLEDADE;2020;5;180.6;7.1
SOLEDADE;2020;6;251.2;11.8
SOLEDADE;2020;7;95.0;9.0
SOLEDADE;2020;8;83.2;9.9
SOLEDADE;2020;9;8.2;12.9
SOLEDADE;2020;10;3.2;11.0
SOLEDADE;2020;11;16.2;11.2
SOLEDADE;2020;12;32.8;16.55
SOLEDADE;2021;1;80.6;18.7
SOLEDADE;2021;2;122.4;16.3
SOLEDADE;2021;3;140.8;17.45
SOLEDADE;2021;4;7.0;13.0
SOLEDADE;2021;5;226.4;9.1
SOLEDADE;2021;6;181.8;9.875
SOLEDADE;2021;7;25.0;6.9
SOLEDADE;2021;8;136.6;11.25
SOLEDADE;2021;9;137.4;13.05
SOLEDADE;2021;10;155.2;11.9
SOLEDADE;2021;11;23.0;12.6
SOLEDADE;2021;12;11.4;13.9
SOLEDADE;2022;1;91.0;17.7
SOLEDADE;2022;2;139.4;16.65
SOLEDADE;2022;3;206.8;16.95
SOLEDADE;2022;4;215.8;14.05
SOLEDADE;2022;5;296.8;10.5
SOLEDADE;2022;6;233.8;9.375
SOLEDADE;2022;7;63.4;12.5
SOLEDADE;2022;8;107.2;9.25
SOLEDADE;2022;9;81.2;10.675
SOLEDADE;2022;10;116.2;12.05
SOLEDADE;2022;11;32.0;11.075
SOLEDADE;2022;12;89.0;15.7
SOLEDADE;2023;1;56.0;17.2
SOLEDADE;2023;2;76.8;16.0
SOLEDADE;2023;3;49.2;17.55
SOLEDADE;2023;4;45.4;13.275
SOLEDADE;2023;5;275.2;11.85
SOLEDADE;2023;6;152.6;11.225
SOLEDADE;2023;7;174.0;11.7
SOLEDADE;2023;8;73.4;10.85
SOLEDADE;2023;9;440.6;14.525
SOLEDADE;2023;10;323.0;14.9
SOLEDADE;2023;11;469.2;15.85
SOLEDADE;2023;12;190.4;18.2
SOLEDADE;2024;1;120.0;17.1
SOLEDADE;2024;2;142.0;18.9
SOLEDADE;2024;3;121.6;18.0
SOLEDADE;2024;4;317.0;17.625
SOLEDADE;2024;5;737.8;12.55
SOLEDADE;2024;6;265.6;13.125
SOLEDADE;2024;7;57.6;9.45
SOLEDADE;2024;8;77.4;11.25
SOLEDADE;2024;9;138.2;13.2
SOLEDADE;2024;10;120.0;14.55
SOLEDADE;2024;11;43.0;15.95
SOLEDADE;2024;12;116.2;15.1
SOLEDADE;2025;1;97.6;17.1
SOLEDADE;2025;2;130.4;18.975
SOLEDADE;2025;3;122.0;17.4
SOLEDADE;2025;4;124.8;14.425
SOLEDADE;2025;5;214.6;12.8
SOLEDADE;2025;6;415.0;9.3
SOLEDADE;2025;7;86.4;8.8
SOLEDADE;2025;8;95.6;10.05
SOLEDADE;2025;9;253.2;11.25
SOLEDADE;2025;10;82.6;12.25
SOLEDADE;2025;11;128.4;13.725
SOLEDADE;2025;12;7.0;14.675
TEUTONIA;2015;1;0.0;23.9
TEUTONIA;2015;2;116.8;22.925
TEUTONIA;2015;3;39.4;22.95
TEUTONIA;2015;4;128.0;19.725
TEUTONIA;2015;5;153.8;17.9
TEUTONIA;2015;6;235.6;14.8
TEUTONIA;2015;7;334.4;14.85
TEUTONIA;2015;8;73.6;19.3
TEUTONIA;2015;9;270.2;16.975
TEUTONIA;2015;10;356.6;18.1
TEUTONIA;2015;11;176.2;20.625
TEUTONIA;2015;12;306.4;22.85
TEUTONIA;2016;1;0.0;0.0
TEUTONIA;2016;2;71.8;24.4
TEUTONIA;2016;3;325.4;21.0
TEUTONIA;2016;4;203.0;22.25
TEUTONIA;2016;5;50.8;13.9
TEUTONIA;2016;6;11.4;10.6
TEUTONIA;2016;7;179.4;12.9
TEUTONIA;2016;8;80.4;13.7
TEUTONIA;2016;9;85.0;14.8
TEUTONIA;2016;10;323.2;18.6
TEUTONIA;2016;11;140.2;20.675
TEUTONIA;2016;12;76.4;23.55
TEUTONIA;2017;1;248.2;24.25
TEUTONIA;2017;2;206.4;24.6
TEUTONIA;2017;3;191.4;21.65
TEUTONIA;2017;4;106.8;19.575
TEUTONIA;2017;5;272.2;17.05
TEUTONIA;2017;6;105.0;15.4
TEUTONIA;2017;7;37.6;17.3
TEUTONIA;2017;8;120.2;16.1
TEUTONIA;2017;9;127.0;19.175
TEUTONIA;2017;10;250.8;19.75
TEUTONIA;2017;11;156.2;20.1
TEUTONIA;2017;12;105.2;23.55
TEUTONIA;2018;1;149.8;24.0
TEUTONIA;2018;2;73.2;22.6
TEUTONIA;2018;3;164.4;22.15
TEUTONIA;2018;4;57.0;21.325
TEUTONIA;2018;5;62.0;18.5
TEUTONIA;2018;6;118.0;11.5
TEUTONIA;2018;7;129.0;12.9
TEUTONIA;2018;8;171.4;12.65
TEUTONIA;2018;9;215.4;18.075
TEUTONIA;2018;10;136.4;18.95
TEUTONIA;2018;11;195.6;21.65
TEUTONIA;2018;12;85.6;23.1
TEUTONIA;2019;1;130.0;26.35
TEUTONIA;2019;2;55.0;26.35
TEUTONIA;2019;3;1.8;23.6
TEUTONIA;2019;4;184.2;20.3
TEUTONIA;2019;5;232.0;17.6
TEUTONIA;2019;6;60.0;17.775
TEUTONIA;2019;7;138.2;12.5
TEUTONIA;2019;8;84.0;14.9
TEUTONIA;2019;9;76.8;15.675
TEUTONIA;2019;10;402.2;18.8
TEUTONIA;2019;11;187.6;21.325
TEUTONIA;2019;12;49.8;24.3
TEUTONIA;2020;1;155.8;19.55
TEUTONIA;2020;2;90.2;18.45
TEUTONIA;2020;3;25.4;16.6
TEUTONIA;2020;4;24.4;12.725
TEUTONIA;2020;5;203.6;10.8
TEUTONIA;2020;6;176.2;13.05
TEUTONIA;2020;7;222.6;10.25
TEUTONIA;2020;8;0.0;11.6
TEUTONIA;2020;9;0.6;14.325
TEUTONIA;2020;10;0.0;13.3
TEUTONIA;2020;11;0.0;16.075
TEUTONIA;2020;12;0.0;18.1
TEUTONIA;2021;1;0.0;19.35
TEUTONIA;2021;2;0.0;18.55
TEUTONIA;2021;3;0.0;19.5
TEUTONIA;2021;4;0.0;15.55
TEUTONIA;2021;5;0.0;11.25
TEUTONIA;2021;6;0.0;11.925
TEUTONIA;2021;7;0.0;9.3
TEUTONIA;2021;8;0.0;13.2
TEUTONIA;2021;9;0.0;14.575
TEUTONIA;2021;10;0.0;14.5
TEUTONIA;2021;11;0.0;17.8
TEUTONIA;2021;12;0.0;16.3
TEUTONIA;2022;1;198.2;19.05
TEUTONIA;2022;2;44.0;18.425
TEUTONIA;2022;3;175.6;18.75
TEUTONIA;2022;4;173.4;15.825
TEUTONIA;2022;5;169.8;12.8
TEUTONIA;2022;6;198.0;9.325
TEUTONIA;2022;7;129.6;13.7
TEUTONIA;2022;8;126.2;11.4
TEUTONIA;2022;9;97.0;12.45
TEUTONIA;2022;10;96.0;14.25
TEUTONIA;2022;11;42.4;13.7
TEUTONIA;2022;12;135.4;17.45
TEUTONIA;2023;1;35.4;19.35
TEUTONIA;2023;2;161.8;18.525
TEUTONIA;2023;3;127.0;20.1
TEUTONIA;2023;4;25.6;15.6
TEUTONIA;2023;5;223.6;13.85
TEUTONIA;2023;6;265.2;13.425
TEUTONIA;2023;7;204.0;13.2
TEUTONIA;2023;8;56.2;12.4
TEUTONIA;2023;9;443.4;15.375
TEUTONIA;2023;10;184.0;15.0
TEUTONIA;2023;11;416.4;17.8
TEUTONIA;2023;12;180.6;20.1
TEUTONIA;2024;1;133.4;19.05
TEUTONIA;2024;2;108.6;21.3
TEUTONIA;2024;3;90.0;19.85
TEUTONIA;2024;4;273.0;18.975
TEUTONIA;2024;5;465.6;12.95
TEUTONIA;2024;6;231.8;14.875
TEUTONIA;2024;7;16.4;9.45
TEUTONIA;2024;8;20.6;11.525
TEUTONIA;2024;9;179.0;15.475
TEUTONIA;2024;10;145.2;16.6
TEUTONIA;2024;11;124.0;17.8
TEUTONIA;2024;12;194.2;17.45
TEUTONIA;2025;1;37.6;19.1
TEUTONIA;2025;2;150.6;20.525
TEUTONIA;2025;3;54.2;19.3
TEUTONIA;2025;4;82.8;17.225
TEUTONIA;2025;5;0.0;
TEUTONIA;2025;6;0.0;
TEUTONIA;2025;7;0.0;
TEUTONIA;2025;8;0.0;
TEUTONIA;2025;9;0.0;
TEUTONIA;2025;10;64.8;12.9
TEUTONIA;2025;11;83.6;15.425
TEUTONIA;2025;12;232.4;19.45
TORRES;2015;1;183.4;24.85
TORRES;2015;2;215.6;23.9
TORRES;2015;3;130.6;23.1
TORRES;2015;4;154.2;21.175
TORRES;2015;5;9.0;0.0
TORRES;2015;6;19.2;0.0
TORRES;2015;7;264.2;16.0
TORRES;2015;8;106.6;18.45
TORRES;2015;9;257.8;17.35
TORRES;2015;10;285.6;18.05
TORRES;2015;11;113.2;20.725
TORRES;2015;12;157.6;23.1
TORRES;2016;1;91.2;23.5
TORRES;2016;2;84.0;23.9
TORRES;2016;3;247.0;23.2
TORRES;2016;4;309.0;23.7
TORRES;2016;5;37.0;15.8
TORRES;2016;6;19.4;12.025
TORRES;2016;7;81.0;13.75
TORRES;2016;8;59.4;14.55
TORRES;2016;9;39.6;15.975
TORRES;2016;10;214.0;18.85
TORRES;2016;11;74.8;20.825
TORRES;2016;12;261.8;23.1
TORRES;2017;1;0.0;0.0
TORRES;2017;2;0.0;0.0
TORRES;2017;3;0.0;0.0
TORRES;2017;4;51.8;11.2
TORRES;2017;5;191.8;18.6
TORRES;2017;6;165.8;15.65
TORRES;2017;7;1.0;12.45
TORRES;2017;8;79.6;16.9
TORRES;2017;9;175.2;18.925
TORRES;2017;10;150.0;19.7
TORRES;2017;11;120.8;20.425
TORRES;2017;12;178.6;22.0
TORRES;2018;1;175.8;23.1
TORRES;2018;2;50.0;23.425
TORRES;2018;3;154.4;22.95
TORRES;2018;4;47.4;22.525
TORRES;2018;5;101.6;18.1
TORRES;2018;6;148.0;14.1
TORRES;2018;7;223.2;14.2
TORRES;2018;8;100.8;14.9
TORRES;2018;9;118.2;17.75
TORRES;2018;10;130.8;19.65
TORRES;2018;11;71.6;20.825
TORRES;2018;12;42.4;23.45
TORRES;2019;1;146.0;25.4
TORRES;2019;2;147.8;24.3
TORRES;2019;3;234.0;22.7
TORRES;2019;4;206.4;21.75
TORRES;2019;5;281.4;19.5
TORRES;2019;6;94.8;17.45
TORRES;2019;7;55.6;14.25
TORRES;2019;8;32.0;14.85
TORRES;2019;9;82.4;16.65
TORRES;2019;10;99.0;19.95
TORRES;2019;11;72.6;20.475
TORRES;2019;12;46.6;23.05
TORRES;2020;1;109.8;19.9
TORRES;2020;2;24.6;19.4
TORRES;2020;3;4.0;19.5
TORRES;2020;4;1.4;17.2
TORRES;2020;5;0.0;14.2
TORRES;2020;6;0.0;14.3
TORRES;2020;7;45.4;11.05
TORRES;2020;8;81.2;12.3
TORRES;2020;9;210.4;14.325
TORRES;2020;10;87.6;15.2
TORRES;2020;11;132.8;17.625
TORRES;2020;12;149.6;18.525
TORRES;2021;1;149.6;19.7
TORRES;2021;2;109.8;18.6
TORRES;2021;3;184.6;19.4
TORRES;2021;4;209.8;16.2
TORRES;2021;5;207.6;10.15
TORRES;2021;6;201.6;11.7
TORRES;2021;7;26.8;10.55
TORRES;2021;8;68.8;13.5
TORRES;2021;9;172.8;15.175
TORRES;2021;10;118.6;15.45
TORRES;2021;11;30.4;16.15
TORRES;2021;12;0.0;
TORRES;2022;1;76.4;19.35
TORRES;2022;2;54.4;19.825
TORRES;2022;3;118.6;19.55
TORRES;2022;4;0.0;16.125
TORRES;2022;5;0.0;12.45
TORRES;2022;6;0.0;9.9
TORRES;2022;7;0.0;12.8
TORRES;2022;8;0.0;12.2
TORRES;2022;9;40.6;12.55
TORRES;2022;10;116.4;15.1
TORRES;2022;11;20.4;18.5
TORRES;2022;12;111.6;17.4
TORRES;2023;1;49.2;20.1
TORRES;2023;2;120.6;19.5
TORRES;2023;3;223.2;20.9
TORRES;2023;4;65.0;17.075
TORRES;2023;5;99.6;13.1
TORRES;2023;6;184.8;13.475
TORRES;2023;7;239.6;13.35
TORRES;2023;8;71.0;12.8
TORRES;2023;9;339.4;15.575
TORRES;2023;10;306.8;14.85
TORRES;2023;11;350.6;17.425
TORRES;2023;12;85.0;19.7
TORRES;2025;10;69.3;14.3
TORRES;2025;11;121.7;16.625
TORRES;2025;12;190.2;20.45
TRAMANDAI;2015;1;168.4;25.3
TRAMANDAI;2015;2;97.2;24.575
TRAMANDAI;2015;3;57.8;23.8
TRAMANDAI;2015;4;76.6;21.85
TRAMANDAI;2015;5;223.6;19.5
TRAMANDAI;2015;6;123.8;16.425
TRAMANDAI;2015;7;318.4;16.3
TRAMANDAI;2015;8;146.0;18.9
TRAMANDAI;2015;9;268.6;17.4
TRAMANDAI;2015;10;251.2;18.4
TRAMANDAI;2015;11;102.6;20.175
TRAMANDAI;2015;12;91.6;0.0
TRAMANDAI;2016;1;97.8;23.75
TRAMANDAI;2016;2;65.8;24.1
TRAMANDAI;2016;3;335.4;23.25
TRAMANDAI;2016;4;229.0;23.925
TRAMANDAI;2016;5;49.8;15.0
TRAMANDAI;2016;6;15.6;11.6
TRAMANDAI;2016;7;134.4;13.55
TRAMANDAI;2016;8;0.8;0.0
TRAMANDAI;2016;9;0.2;0.0
TRAMANDAI;2016;10;220.0;18.7
TRAMANDAI;2016;11;113.0;20.55
TRAMANDAI;2016;12;134.4;23.15
TRAMANDAI;2017;1;137.2;25.0
TRAMANDAI;2017;2;57.0;25.575
TRAMANDAI;2017;3;157.6;23.45
TRAMANDAI;2017;4;39.4;21.35
TRAMANDAI;2017;5;219.4;19.4
TRAMANDAI;2017;6;135.6;17.2
TRAMANDAI;2017;7;18.0;17.8
TRAMANDAI;2017;8;67.2;17.7
TRAMANDAI;2017;9;232.0;19.1
TRAMANDAI;2017;10;208.4;19.9
TRAMANDAI;2017;11;178.2;20.4
TRAMANDAI;2017;12;164.2;22.1
TRAMANDAI;2018;1;3.2;0.0
TRAMANDAI;2018;2;0.0;0.0
TRAMANDAI;2018;3;0.0;23.6
TRAMANDAI;2018;4;0.0;23.65
TRAMANDAI;2018;5;0.0;19.6
TRAMANDAI;2018;6;45.0;13.375
TRAMANDAI;2018;7;243.0;14.6
